Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Cluj, 56568 CAPUSU MARE, Anul 2026, Numar persoane, 158
75-79 ani, Total, Cluj, 56666 CASEIU, Anul 2026, Numar persoane, 170
75-79 ani, Total, Cluj, 57314 CATCAU, Anul 2026, Numar persoane, 87
75-79 ani, Total, Cluj, 56773 CATINA, Anul 2026, Numar persoane, 86
75-79 ani, Total, Cluj, 56844 CEANU MARE, Anul 2026, Numar persoane, 170
75-79 ani, Total, Cluj, 56988 CHINTENI, Anul 2026, Numar persoane, 124
75-79 ani, Total, Cluj, 57083 CHIUIESTI, Anul 2026, Numar persoane, 95
75-79 ani, Total, Cluj, 57163 CIUCEA, Anul 2026, Numar persoane, 78
75-79 ani, Total, Cluj, 57225 CIURILA, Anul 2026, Numar persoane, 60
75-79 ani, Total, Cluj, 57350 COJOCNA, Anul 2026, Numar persoane, 139
75-79 ani, Total, Cluj, 57449 CORNESTI, Anul 2026, Numar persoane, 79
75-79 ani, Total, Cluj, 55062 CUZDRIOARA, Anul 2026, Numar persoane, 167
75-79 ani, Total, Cluj, 57546 DABACA, Anul 2026, Numar persoane, 82
75-79 ani, Total, Cluj, 57582 FELEACU, Anul 2026, Numar persoane, 175
75-79 ani, Total, Cluj, 57644 FIZESU GHERLII, Anul 2026, Numar persoane, 98
75-79 ani, Total, Cluj, 57706 FLORESTI, Anul 2026, Numar persoane, 883
75-79 ani, Total, Cluj, 57742 FRATA, Anul 2026, Numar persoane, 208
75-79 ani, Total, Cluj, 57948 GARBAU, Anul 2026, Numar persoane, 108
75-79 ani, Total, Cluj, 57831 GEACA, Anul 2026, Numar persoane, 76
75-79 ani, Total, Cluj, 57902 GILAU, Anul 2026, Numar persoane, 323
75-79 ani, Total, Cluj, 58008 IARA, Anul 2026, Numar persoane, 195
75-79 ani, Total, Cluj, 58142 ICLOD, Anul 2026, Numar persoane, 175
75-79 ani, Total, Cluj, 58204 IZVORU CRISULUI, Anul 2026, Numar persoane, 67
75-79 ani, Total, Cluj, 55106 JICHISU DE JOS, Anul 2026, Numar persoane, 58
75-79 ani, Total, Cluj, 58259 JUCU, Anul 2026, Numar persoane, 227
75-79 ani, Total, Cluj, 58311 LUNA, Anul 2026, Numar persoane, 180
75-79 ani, Total, Cluj, 58357 MAGURI-RACATAU, Anul 2026, Numar persoane, 78
75-79 ani, Total, Cluj, 58393 MANASTIRENI, Anul 2026, Numar persoane, 85
75-79 ani, Total, Cluj, 58464 MARGAU, Anul 2026, Numar persoane, 68
75-79 ani, Total, Cluj, 58534 MARISEL, Anul 2026, Numar persoane, 74
75-79 ani, Total, Cluj, 55160 MICA, Anul 2026, Numar persoane, 127
75-79 ani, Total, Cluj, 55277 MIHAI VITEAZU, Anul 2026, Numar persoane, 285
75-79 ani, Total, Cluj, 58552 MINTIU GHERLII, Anul 2026, Numar persoane, 150
75-79 ani, Total, Cluj, 58623 MOCIU, Anul 2026, Numar persoane, 139
75-79 ani, Total, Cluj, 58721 MOLDOVENESTI, Anul 2026, Numar persoane, 155
75-79 ani, Total, Cluj, 60169 NEGRENI, Anul 2026, Numar persoane, 92
75-79 ani, Total, Cluj, 58794 PALATCA, Anul 2026, Numar persoane, 57
75-79 ani, Total, Cluj, 58856 PANTICEU, Anul 2026, Numar persoane, 54
75-79 ani, Total, Cluj, 58918 PETRESTII DE JOS, Anul 2026, Numar persoane, 71
75-79 ani, Total, Cluj, 58990 PLOSCOS, Anul 2026, Numar persoane, 29
75-79 ani, Total, Cluj, 59041 POIENI, Anul 2026, Numar persoane, 239
75-79 ani, Total, Cluj, 59238 RASCA, Anul 2026, Numar persoane, 93
75-79 ani, Total, Cluj, 59130 RECEA-CRISTUR, Anul 2026, Numar persoane, 62
75-79 ani, Total, Cluj, 59283 SACUIEU, Anul 2026, Numar persoane, 68
75-79 ani, Total, Cluj, 59434 SANCRAIU, Anul 2026, Numar persoane, 77
75-79 ani, Total, Cluj, 55311 SANDULESTI, Anul 2026, Numar persoane, 92
75-79 ani, Total, Cluj, 59498 SANMARTIN, Anul 2026, Numar persoane, 101
75-79 ani, Total, Cluj, 59586 SANPAUL, Anul 2026, Numar persoane, 103
75-79 ani, Total, Cluj, 59327 SAVADISLA, Anul 2026, Numar persoane, 182
75-79 ani, Total, Cluj, 59416 SIC, Anul 2026, Numar persoane, 146
75-79 ani, Total, Cluj, 59657 SUATU, Anul 2026, Numar persoane, 100
75-79 ani, Total, Cluj, 59826 TAGA, Anul 2026, Numar persoane, 93
75-79 ani, Total, Cluj, 59693 TRITENII DE JOS, Anul 2026, Numar persoane, 171
75-79 ani, Total, Cluj, 59764 TURENI, Anul 2026, Numar persoane, 88
75-79 ani, Total, Cluj, 59880 UNGURAS, Anul 2026, Numar persoane, 130
75-79 ani, Total, Cluj, 59942 VAD, Anul 2026, Numar persoane, 104
