Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Caras-Severin, 54163 SOPOTU NOU, Anul 2026, Numar persoane, 70
70-74 ani, Total, Caras-Severin, 54350 TARNOVA, Anul 2026, Numar persoane, 104
70-74 ani, Total, Caras-Severin, 54270 TEREGOVA, Anul 2026, Numar persoane, 205
70-74 ani, Total, Caras-Severin, 54305 TICVANIU MARE, Anul 2026, Numar persoane, 79
70-74 ani, Total, Caras-Severin, 54387 TOPLET, Anul 2026, Numar persoane, 150
70-74 ani, Total, Caras-Severin, 54412 TURNU RUIENI, Anul 2026, Numar persoane, 174
70-74 ani, Total, Caras-Severin, 54485 VALIUG, Anul 2026, Numar persoane, 53
70-74 ani, Total, Caras-Severin, 54500 VARADIA, Anul 2026, Numar persoane, 57
70-74 ani, Total, Caras-Severin, 54537 VERMES, Anul 2026, Numar persoane, 111
70-74 ani, Total, Caras-Severin, 54573 VRANI, Anul 2026, Numar persoane, 43
70-74 ani, Total, Caras-Severin, 54617 ZAVOI, Anul 2026, Numar persoane, 213
70-74 ani, Total, Caras-Severin, 54699 ZORLENTU MARE, Anul 2026, Numar persoane, 78
75-79 ani, Total, Caras-Severin, 50790 MUNICIPIUL RESITA, Anul 2026, Numar persoane, 3152
75-79 ani, Total, Caras-Severin, 51010 MUNICIPIUL CARANSEBES, Anul 2026, Numar persoane, 1110
75-79 ani, Total, Caras-Severin, 50889 ORAS ANINA, Anul 2026, Numar persoane, 293
75-79 ani, Total, Caras-Severin, 50923 ORAS BAILE HERCULANE, Anul 2026, Numar persoane, 246
75-79 ani, Total, Caras-Severin, 50969 ORAS BOCSA, Anul 2026, Numar persoane, 664
75-79 ani, Total, Caras-Severin, 51056 ORAS MOLDOVA NOUA, Anul 2026, Numar persoane, 522
75-79 ani, Total, Caras-Severin, 51118 ORAS ORAVITA, Anul 2026, Numar persoane, 444
75-79 ani, Total, Caras-Severin, 51207 ORAS OTELU ROSU, Anul 2026, Numar persoane, 432
75-79 ani, Total, Caras-Severin, 51243 ARMENIS, Anul 2026, Numar persoane, 112
75-79 ani, Total, Caras-Severin, 51305 BANIA, Anul 2026, Numar persoane, 80
75-79 ani, Total, Caras-Severin, 51332 BAUTAR, Anul 2026, Numar persoane, 119
75-79 ani, Total, Caras-Severin, 51387 BERLISTE, Anul 2026, Numar persoane, 57
75-79 ani, Total, Caras-Severin, 51449 BERZASCA, Anul 2026, Numar persoane, 106
75-79 ani, Total, Caras-Severin, 51500 BERZOVIA, Anul 2026, Numar persoane, 144
75-79 ani, Total, Caras-Severin, 51546 BOLVASNITA, Anul 2026, Numar persoane, 67
75-79 ani, Total, Caras-Severin, 51573 BOZOVICI, Anul 2026, Numar persoane, 125
75-79 ani, Total, Caras-Severin, 51626 BREBU, Anul 2026, Numar persoane, 69
75-79 ani, Total, Caras-Severin, 51662 BREBU NOU, Anul 2026, Numar persoane, 14
75-79 ani, Total, Caras-Severin, 51699 BUCHIN, Anul 2026, Numar persoane, 96
75-79 ani, Total, Caras-Severin, 51751 BUCOSNITA, Anul 2026, Numar persoane, 155
75-79 ani, Total, Caras-Severin, 51804 CARASOVA, Anul 2026, Numar persoane, 145
75-79 ani, Total, Caras-Severin, 51840 CARBUNARI, Anul 2026, Numar persoane, 49
75-79 ani, Total, Caras-Severin, 51948 CICLOVA ROMANA, Anul 2026, Numar persoane, 76
75-79 ani, Total, Caras-Severin, 51984 CIUCHICI, Anul 2026, Numar persoane, 61
75-79 ani, Total, Caras-Severin, 52035 CIUDANOVITA, Anul 2026, Numar persoane, 26
75-79 ani, Total, Caras-Severin, 51877 CONSTANTIN DAICOVICIU, Anul 2026, Numar persoane, 121
75-79 ani, Total, Caras-Severin, 52062 COPACELE, Anul 2026, Numar persoane, 70
75-79 ani, Total, Caras-Severin, 52115 CORNEA, Anul 2026, Numar persoane, 105
75-79 ani, Total, Caras-Severin, 52160 CORNEREVA, Anul 2026, Numar persoane, 127
75-79 ani, Total, Caras-Severin, 53489 CORONINI, Anul 2026, Numar persoane, 66
75-79 ani, Total, Caras-Severin, 52570 DALBOSET, Anul 2026, Numar persoane, 88
75-79 ani, Total, Caras-Severin, 52650 DOCLIN, Anul 2026, Numar persoane, 90
75-79 ani, Total, Caras-Severin, 52696 DOGNECEA, Anul 2026, Numar persoane, 76
75-79 ani, Total, Caras-Severin, 52721 DOMASNEA, Anul 2026, Numar persoane, 71
75-79 ani, Total, Caras-Severin, 53700 EFTIMIE MURGU, Anul 2026, Numar persoane, 85
75-79 ani, Total, Caras-Severin, 52758 EZERIS, Anul 2026, Numar persoane, 52
75-79 ani, Total, Caras-Severin, 52785 FARLIUG, Anul 2026, Numar persoane, 127
75-79 ani, Total, Caras-Severin, 52856 FOROTIC, Anul 2026, Numar persoane, 74
75-79 ani, Total, Caras-Severin, 52909 GARNIC, Anul 2026, Numar persoane, 54
75-79 ani, Total, Caras-Severin, 52936 GLIMBOCA, Anul 2026, Numar persoane, 70
75-79 ani, Total, Caras-Severin, 52954 GORUIA, Anul 2026, Numar persoane, 44
75-79 ani, Total, Caras-Severin, 52990 GRADINARI, Anul 2026, Numar persoane, 86
75-79 ani, Total, Caras-Severin, 53023 IABLANITA, Anul 2026, Numar persoane, 114
75-79 ani, Total, Caras-Severin, 53069 LAPUSNICEL, Anul 2026, Numar persoane, 70
75-79 ani, Total, Caras-Severin, 53103 LAPUSNICU MARE, Anul 2026, Numar persoane, 97
75-79 ani, Total, Caras-Severin, 53130 LUNCAVITA, Anul 2026, Numar persoane, 130
75-79 ani, Total, Caras-Severin, 53167 LUPAC, Anul 2026, Numar persoane, 143
75-79 ani, Total, Caras-Severin, 53210 MARGA, Anul 2026, Numar persoane, 49
75-79 ani, Total, Caras-Severin, 53247 MAURENI, Anul 2026, Numar persoane, 68
75-79 ani, Total, Caras-Severin, 53274 MEHADIA, Anul 2026, Numar persoane, 187
75-79 ani, Total, Caras-Severin, 53327 MEHADICA, Anul 2026, Numar persoane, 49
75-79 ani, Total, Caras-Severin, 53345 NAIDAS, Anul 2026, Numar persoane, 78
75-79 ani, Total, Caras-Severin, 53372 OBREJA, Anul 2026, Numar persoane, 138
75-79 ani, Total, Caras-Severin, 50987 OCNA DE FIER, Anul 2026, Numar persoane, 22
75-79 ani, Total, Caras-Severin, 53425 PALTINIS, Anul 2026, Numar persoane, 99
75-79 ani, Total, Caras-Severin, 53513 POJEJENA, Anul 2026, Numar persoane, 156
75-79 ani, Total, Caras-Severin, 53577 PRIGOR, Anul 2026, Numar persoane, 131
75-79 ani, Total, Caras-Severin, 53675 RACASDIA, Anul 2026, Numar persoane, 71
75-79 ani, Total, Caras-Severin, 53639 RAMNA, Anul 2026, Numar persoane, 76
75-79 ani, Total, Caras-Severin, 53728 RUSCA MONTANA, Anul 2026, Numar persoane, 62
75-79 ani, Total, Caras-Severin, 53755 SACU, Anul 2026, Numar persoane, 77
