Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Sibiu, 145140 NOCRICH, Anul 2026, Numar persoane, 70
75-79 ani, Total, Sibiu, 145202 ORLAT, Anul 2026, Numar persoane, 83
75-79 ani, Total, Sibiu, 145220 PAUCA, Anul 2026, Numar persoane, 77
75-79 ani, Total, Sibiu, 145275 POIANA SIBIULUI, Anul 2026, Numar persoane, 74
75-79 ani, Total, Sibiu, 143502 POPLACA, Anul 2026, Numar persoane, 52
75-79 ani, Total, Sibiu, 145293 PORUMBACU DE JOS, Anul 2026, Numar persoane, 123
75-79 ani, Total, Sibiu, 145355 RACOVITA, Anul 2026, Numar persoane, 95
75-79 ani, Total, Sibiu, 143520 RASINARI, Anul 2026, Numar persoane, 150
75-79 ani, Total, Sibiu, 145382 RAU SADULUI, Anul 2026, Numar persoane, 20
75-79 ani, Total, Sibiu, 145408 ROSIA, Anul 2026, Numar persoane, 120
75-79 ani, Total, Sibiu, 145471 SADU, Anul 2026, Numar persoane, 82
75-79 ani, Total, Sibiu, 145667 SEICA MARE, Anul 2026, Numar persoane, 181
75-79 ani, Total, Sibiu, 145738 SEICA MICA, Anul 2026, Numar persoane, 54
75-79 ani, Total, Sibiu, 143557 SELIMBAR, Anul 2026, Numar persoane, 337
75-79 ani, Total, Sibiu, 145603 SLIMNIC, Anul 2026, Numar persoane, 128
75-79 ani, Total, Sibiu, 145765 SURA MARE, Anul 2026, Numar persoane, 137
75-79 ani, Total, Sibiu, 145792 SURA MICA, Anul 2026, Numar persoane, 80
75-79 ani, Total, Sibiu, 143646 TARNAVA, Anul 2026, Numar persoane, 67
75-79 ani, Total, Sibiu, 145907 TILISCA, Anul 2026, Numar persoane, 57
75-79 ani, Total, Sibiu, 145934 TURNU ROSU, Anul 2026, Numar persoane, 71
75-79 ani, Total, Sibiu, 145961 VALEA VIILOR, Anul 2026, Numar persoane, 70
75-79 ani, Total, Sibiu, 145998 VURPAR, Anul 2026, Numar persoane, 55
80-84 ani, Total, Sibiu, 143450 MUNICIPIUL SIBIU, Anul 2026, Numar persoane, 3615
80-84 ani, Total, Sibiu, 143619 MUNICIPIUL MEDIAS, Anul 2026, Numar persoane, 1305
80-84 ani, Total, Sibiu, 143682 ORAS AGNITA, Anul 2026, Numar persoane, 175
80-84 ani, Total, Sibiu, 144054 ORAS AVRIG, Anul 2026, Numar persoane, 209
80-84 ani, Total, Sibiu, 143735 ORAS CISNADIE, Anul 2026, Numar persoane, 324
80-84 ani, Total, Sibiu, 143771 ORAS COPSA MICA, Anul 2026, Numar persoane, 59
80-84 ani, Total, Sibiu, 143806 ORAS DUMBRAVENI, Anul 2026, Numar persoane, 120
80-84 ani, Total, Sibiu, 144928 ORAS MIERCUREA SIBIULUI, Anul 2026, Numar persoane, 81
80-84 ani, Total, Sibiu, 143851 ORAS OCNA SIBIULUI, Anul 2026, Numar persoane, 87
80-84 ani, Total, Sibiu, 145499 ORAS SALISTE, Anul 2026, Numar persoane, 111
80-84 ani, Total, Sibiu, 145827 ORAS TALMACIU, Anul 2026, Numar persoane, 135
80-84 ani, Total, Sibiu, 146012 ALMA, Anul 2026, Numar persoane, 48
80-84 ani, Total, Sibiu, 143888 ALTINA, Anul 2026, Numar persoane, 31
80-84 ani, Total, Sibiu, 143922 APOLDU DE JOS, Anul 2026, Numar persoane, 32
80-84 ani, Total, Sibiu, 143959 ARPASU DE JOS, Anul 2026, Numar persoane, 66
80-84 ani, Total, Sibiu, 143995 ATEL, Anul 2026, Numar persoane, 25
80-84 ani, Total, Sibiu, 144116 AXENTE SEVER, Anul 2026, Numar persoane, 78
80-84 ani, Total, Sibiu, 144232 BARGHIS, Anul 2026, Numar persoane, 40
80-84 ani, Total, Sibiu, 144152 BAZNA, Anul 2026, Numar persoane, 47
80-84 ani, Total, Sibiu, 144198 BIERTAN, Anul 2026, Numar persoane, 50
80-84 ani, Total, Sibiu, 144303 BLAJEL, Anul 2026, Numar persoane, 45
80-84 ani, Total, Sibiu, 146021 BOITA, Anul 2026, Numar persoane, 28
80-84 ani, Total, Sibiu, 144376 BRADENI, Anul 2026, Numar persoane, 31
80-84 ani, Total, Sibiu, 144349 BRATEIU, Anul 2026, Numar persoane, 42
80-84 ani, Total, Sibiu, 144410 BRUIU, Anul 2026, Numar persoane, 21
80-84 ani, Total, Sibiu, 144508 CARTA, Anul 2026, Numar persoane, 22
80-84 ani, Total, Sibiu, 144535 CARTISOARA, Anul 2026, Numar persoane, 27
80-84 ani, Total, Sibiu, 144456 CHIRPAR, Anul 2026, Numar persoane, 39
80-84 ani, Total, Sibiu, 143487 CRISTIAN, Anul 2026, Numar persoane, 50
80-84 ani, Total, Sibiu, 144553 DARLOS, Anul 2026, Numar persoane, 70
80-84 ani, Total, Sibiu, 144599 GURA RAULUI, Anul 2026, Numar persoane, 62
80-84 ani, Total, Sibiu, 144615 HOGHILAG, Anul 2026, Numar persoane, 31
80-84 ani, Total, Sibiu, 144651 IACOBENI, Anul 2026, Numar persoane, 37
80-84 ani, Total, Sibiu, 144713 JINA, Anul 2026, Numar persoane, 48
80-84 ani, Total, Sibiu, 144731 LASLEA, Anul 2026, Numar persoane, 61
80-84 ani, Total, Sibiu, 144795 LOAMNES, Anul 2026, Numar persoane, 91
80-84 ani, Total, Sibiu, 144866 LUDOS, Anul 2026, Numar persoane, 10
80-84 ani, Total, Sibiu, 144893 MARPOD, Anul 2026, Numar persoane, 10
80-84 ani, Total, Sibiu, 144964 MERGHINDEAL, Anul 2026, Numar persoane, 25
80-84 ani, Total, Sibiu, 144991 MICASASA, Anul 2026, Numar persoane, 48
80-84 ani, Total, Sibiu, 145042 MIHAILENI, Anul 2026, Numar persoane, 15
80-84 ani, Total, Sibiu, 145104 MOSNA, Anul 2026, Numar persoane, 47
80-84 ani, Total, Sibiu, 145140 NOCRICH, Anul 2026, Numar persoane, 43
80-84 ani, Total, Sibiu, 145202 ORLAT, Anul 2026, Numar persoane, 56
80-84 ani, Total, Sibiu, 145220 PAUCA, Anul 2026, Numar persoane, 61
80-84 ani, Total, Sibiu, 145275 POIANA SIBIULUI, Anul 2026, Numar persoane, 54
80-84 ani, Total, Sibiu, 143502 POPLACA, Anul 2026, Numar persoane, 25
80-84 ani, Total, Sibiu, 145293 PORUMBACU DE JOS, Anul 2026, Numar persoane, 72
80-84 ani, Total, Sibiu, 145355 RACOVITA, Anul 2026, Numar persoane, 74
80-84 ani, Total, Sibiu, 143520 RASINARI, Anul 2026, Numar persoane, 86
80-84 ani, Total, Sibiu, 145382 RAU SADULUI, Anul 2026, Numar persoane, 11
80-84 ani, Total, Sibiu, 145408 ROSIA, Anul 2026, Numar persoane, 60
