Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Harghita, 84237 DANESTI, Anul 2026, Numar persoane, 107
75-79 ani, Total, Harghita, 84380 DARJIU, Anul 2026, Numar persoane, 46
75-79 ani, Total, Harghita, 84264 DEALU, Anul 2026, Numar persoane, 122
75-79 ani, Total, Harghita, 84344 DITRAU, Anul 2026, Numar persoane, 214
75-79 ani, Total, Harghita, 83197 FELICENI, Anul 2026, Numar persoane, 112
75-79 ani, Total, Harghita, 84415 FRUMOASA, Anul 2026, Numar persoane, 135
75-79 ani, Total, Harghita, 84460 GALAUTAS, Anul 2026, Numar persoane, 72
75-79 ani, Total, Harghita, 84558 JOSENI, Anul 2026, Numar persoane, 233
75-79 ani, Total, Harghita, 84594 LAZAREA, Anul 2026, Numar persoane, 124
75-79 ani, Total, Harghita, 86479 LELICENI, Anul 2026, Numar persoane, 75
75-79 ani, Total, Harghita, 84629 LUETA, Anul 2026, Numar persoane, 148
75-79 ani, Total, Harghita, 84656 LUNCA DE JOS, Anul 2026, Numar persoane, 140
75-79 ani, Total, Harghita, 84754 LUNCA DE SUS, Anul 2026, Numar persoane, 109
75-79 ani, Total, Harghita, 84825 LUPENI, Anul 2026, Numar persoane, 161
75-79 ani, Total, Harghita, 86438 MADARAS, Anul 2026, Numar persoane, 95
75-79 ani, Total, Harghita, 84923 MARTINIS, Anul 2026, Numar persoane, 67
75-79 ani, Total, Harghita, 85056 MERESTI, Anul 2026, Numar persoane, 58
75-79 ani, Total, Harghita, 85074 MIHAILENI, Anul 2026, Numar persoane, 95
75-79 ani, Total, Harghita, 85127 MUGENI, Anul 2026, Numar persoane, 129
75-79 ani, Total, Harghita, 85243 OCLAND, Anul 2026, Numar persoane, 41
75-79 ani, Total, Harghita, 83375 PAULENI-CIUC, Anul 2026, Numar persoane, 74
75-79 ani, Total, Harghita, 85289 PLAIESII DE JOS, Anul 2026, Numar persoane, 93
75-79 ani, Total, Harghita, 86487 PORUMBENI, Anul 2026, Numar persoane, 72
75-79 ani, Total, Harghita, 85341 PRAID, Anul 2026, Numar persoane, 209
75-79 ani, Total, Harghita, 86495 RACU, Anul 2026, Numar persoane, 76
75-79 ani, Total, Harghita, 85412 REMETEA, Anul 2026, Numar persoane, 213
75-79 ani, Total, Harghita, 85467 SACEL, Anul 2026, Numar persoane, 44
75-79 ani, Total, Harghita, 85680 SANCRAIENI, Anul 2026, Numar persoane, 118
75-79 ani, Total, Harghita, 85760 SANDOMINIC, Anul 2026, Numar persoane, 219
75-79 ani, Total, Harghita, 85788 SANMARTIN, Anul 2026, Numar persoane, 79
75-79 ani, Total, Harghita, 85840 SANSIMION, Anul 2026, Numar persoane, 114
75-79 ani, Total, Harghita, 86519 SANTIMBRU, Anul 2026, Numar persoane, 79
75-79 ani, Total, Harghita, 85528 SARMAS, Anul 2026, Numar persoane, 142
75-79 ani, Total, Harghita, 86501 SATU MARE, Anul 2026, Numar persoane, 56
75-79 ani, Total, Harghita, 85582 SECUIENI, Anul 2026, Numar persoane, 86
75-79 ani, Total, Harghita, 85626 SICULENI, Anul 2026, Numar persoane, 115
75-79 ani, Total, Harghita, 85984 SIMONESTI, Anul 2026, Numar persoane, 122
75-79 ani, Total, Harghita, 85877 SUBCETATE, Anul 2026, Numar persoane, 77
75-79 ani, Total, Harghita, 85920 SUSENI, Anul 2026, Numar persoane, 183
75-79 ani, Total, Harghita, 86453 TOMESTI, Anul 2026, Numar persoane, 102
75-79 ani, Total, Harghita, 86133 TULGHES, Anul 2026, Numar persoane, 116
75-79 ani, Total, Harghita, 86188 TUSNAD, Anul 2026, Numar persoane, 67
75-79 ani, Total, Harghita, 86222 ULIES, Anul 2026, Numar persoane, 30
75-79 ani, Total, Harghita, 86311 VARSAG, Anul 2026, Numar persoane, 56
75-79 ani, Total, Harghita, 86339 VOSLABENI, Anul 2026, Numar persoane, 81
75-79 ani, Total, Harghita, 86366 ZETEA, Anul 2026, Numar persoane, 186
80-84 ani, Total, Harghita, 83320 MUNICIPIUL MIERCUREA CIUC, Anul 2026, Numar persoane, 1043
80-84 ani, Total, Harghita, 83561 MUNICIPIUL GHEORGHENI, Anul 2026, Numar persoane, 470
80-84 ani, Total, Harghita, 83133 MUNICIPIUL ODORHEIU SECUIESC, Anul 2026, Numar persoane, 1074
80-84 ani, Total, Harghita, 83632 MUNICIPIUL TOPLITA, Anul 2026, Numar persoane, 310
80-84 ani, Total, Harghita, 83428 ORAS BAILE TUSNAD, Anul 2026, Numar persoane, 48
80-84 ani, Total, Harghita, 83464 ORAS BALAN, Anul 2026, Numar persoane, 109
80-84 ani, Total, Harghita, 83491 ORAS BORSEC, Anul 2026, Numar persoane, 59
80-84 ani, Total, Harghita, 83525 ORAS CRISTURU SECUIESC, Anul 2026, Numar persoane, 229
80-84 ani, Total, Harghita, 83749 ORAS VLAHITA, Anul 2026, Numar persoane, 164
80-84 ani, Total, Harghita, 83785 ATID, Anul 2026, Numar persoane, 67
80-84 ani, Total, Harghita, 83847 AVRAMESTI, Anul 2026, Numar persoane, 67
80-84 ani, Total, Harghita, 83936 BILBOR, Anul 2026, Numar persoane, 85
80-84 ani, Total, Harghita, 83151 BRADESTI, Anul 2026, Numar persoane, 39
80-84 ani, Total, Harghita, 83963 CAPALNITA, Anul 2026, Numar persoane, 40
80-84 ani, Total, Harghita, 84102 CARTA, Anul 2026, Numar persoane, 81
80-84 ani, Total, Harghita, 86461 CICEU, Anul 2026, Numar persoane, 70
80-84 ani, Total, Harghita, 83981 CIUCSANGEORGIU, Anul 2026, Numar persoane, 125
80-84 ani, Total, Harghita, 84086 CIUMANI, Anul 2026, Numar persoane, 172
80-84 ani, Total, Harghita, 84148 CORBU, Anul 2026, Numar persoane, 33
80-84 ani, Total, Harghita, 84175 CORUND, Anul 2026, Numar persoane, 116
80-84 ani, Total, Harghita, 86446 COZMENI, Anul 2026, Numar persoane, 43
80-84 ani, Total, Harghita, 84237 DANESTI, Anul 2026, Numar persoane, 73
80-84 ani, Total, Harghita, 84380 DARJIU, Anul 2026, Numar persoane, 31
80-84 ani, Total, Harghita, 84264 DEALU, Anul 2026, Numar persoane, 87
80-84 ani, Total, Harghita, 84344 DITRAU, Anul 2026, Numar persoane, 136
80-84 ani, Total, Harghita, 83197 FELICENI, Anul 2026, Numar persoane, 80
80-84 ani, Total, Harghita, 84415 FRUMOASA, Anul 2026, Numar persoane, 102
80-84 ani, Total, Harghita, 84460 GALAUTAS, Anul 2026, Numar persoane, 67
80-84 ani, Total, Harghita, 84558 JOSENI, Anul 2026, Numar persoane, 176
80-84 ani, Total, Harghita, 84594 LAZAREA, Anul 2026, Numar persoane, 91
80-84 ani, Total, Harghita, 86479 LELICENI, Anul 2026, Numar persoane, 54
80-84 ani, Total, Harghita, 84629 LUETA, Anul 2026, Numar persoane, 89
80-84 ani, Total, Harghita, 84656 LUNCA DE JOS, Anul 2026, Numar persoane, 101
80-84 ani, Total, Harghita, 84754 LUNCA DE SUS, Anul 2026, Numar persoane, 87
80-84 ani, Total, Harghita, 84825 LUPENI, Anul 2026, Numar persoane, 123
80-84 ani, Total, Harghita, 86438 MADARAS, Anul 2026, Numar persoane, 88
80-84 ani, Total, Harghita, 84923 MARTINIS, Anul 2026, Numar persoane, 88
80-84 ani, Total, Harghita, 85056 MERESTI, Anul 2026, Numar persoane, 51
80-84 ani, Total, Harghita, 85074 MIHAILENI, Anul 2026, Numar persoane, 82
80-84 ani, Total, Harghita, 85127 MUGENI, Anul 2026, Numar persoane, 107
80-84 ani, Total, Harghita, 85243 OCLAND, Anul 2026, Numar persoane, 33
80-84 ani, Total, Harghita, 83375 PAULENI-CIUC, Anul 2026, Numar persoane, 45
80-84 ani, Total, Harghita, 85289 PLAIESII DE JOS, Anul 2026, Numar persoane, 66
80-84 ani, Total, Harghita, 86487 PORUMBENI, Anul 2026, Numar persoane, 49
80-84 ani, Total, Harghita, 85341 PRAID, Anul 2026, Numar persoane, 157
80-84 ani, Total, Harghita, 86495 RACU, Anul 2026, Numar persoane, 50
80-84 ani, Total, Harghita, 85412 REMETEA, Anul 2026, Numar persoane, 141
80-84 ani, Total, Harghita, 85467 SACEL, Anul 2026, Numar persoane, 39
80-84 ani, Total, Harghita, 85680 SANCRAIENI, Anul 2026, Numar persoane, 64
