Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Olt, 127171 GRADINARI, Anul 2026, Numar persoane, 86
70-74 ani, Total, Olt, 130320 GRADINILE, Anul 2026, Numar persoane, 73
70-74 ani, Total, Olt, 127224 GROJDIBODU, Anul 2026, Numar persoane, 174
70-74 ani, Total, Olt, 130339 GURA PADINII, Anul 2026, Numar persoane, 121
70-74 ani, Total, Olt, 127251 IANCA, Anul 2026, Numar persoane, 218
70-74 ani, Total, Olt, 127288 IANCU JIANU, Anul 2026, Numar persoane, 189
70-74 ani, Total, Olt, 127322 ICOANA, Anul 2026, Numar persoane, 72
70-74 ani, Total, Olt, 130348 IPOTESTI, Anul 2026, Numar persoane, 56
70-74 ani, Total, Olt, 127368 IZBICENI, Anul 2026, Numar persoane, 220
70-74 ani, Total, Olt, 127386 IZVOARELE, Anul 2026, Numar persoane, 116
70-74 ani, Total, Olt, 127411 LELEASCA, Anul 2026, Numar persoane, 76
70-74 ani, Total, Olt, 127493 MARUNTEI, Anul 2026, Numar persoane, 205
70-74 ani, Total, Olt, 127536 MIHAESTI, Anul 2026, Numar persoane, 64
70-74 ani, Total, Olt, 127563 MILCOV, Anul 2026, Numar persoane, 65
70-74 ani, Total, Olt, 127625 MORUNGLAV, Anul 2026, Numar persoane, 126
70-74 ani, Total, Olt, 127689 MOVILENI, Anul 2026, Numar persoane, 136
70-74 ani, Total, Olt, 127714 NICOLAE TITULESCU, Anul 2026, Numar persoane, 38
70-74 ani, Total, Olt, 127750 OBARSIA, Anul 2026, Numar persoane, 120
70-74 ani, Total, Olt, 127812 OBOGA, Anul 2026, Numar persoane, 85
70-74 ani, Total, Olt, 127858 OPORELU, Anul 2026, Numar persoane, 41
70-74 ani, Total, Olt, 127901 OPTASI-MAGURA, Anul 2026, Numar persoane, 43
70-74 ani, Total, Olt, 127938 ORLEA, Anul 2026, Numar persoane, 132
70-74 ani, Total, Olt, 130357 OSICA DE JOS, Anul 2026, Numar persoane, 61
70-74 ani, Total, Olt, 127983 OSICA DE SUS, Anul 2026, Numar persoane, 183
70-74 ani, Total, Olt, 128178 PARSCOVENI, Anul 2026, Numar persoane, 132
70-74 ani, Total, Olt, 128052 PERIETI, Anul 2026, Numar persoane, 89
70-74 ani, Total, Olt, 128221 PLESOIU, Anul 2026, Numar persoane, 177
70-74 ani, Total, Olt, 128301 POBORU, Anul 2026, Numar persoane, 81
70-74 ani, Total, Olt, 128436 PRISEACA, Anul 2026, Numar persoane, 86
70-74 ani, Total, Olt, 128472 RADOMIRESTI, Anul 2026, Numar persoane, 125
70-74 ani, Total, Olt, 128524 REDEA, Anul 2026, Numar persoane, 136
70-74 ani, Total, Olt, 128560 ROTUNDA, Anul 2026, Numar persoane, 108
70-74 ani, Total, Olt, 128588 RUSANESTI, Anul 2026, Numar persoane, 200
70-74 ani, Total, Olt, 128882 SAMBURESTI, Anul 2026, Numar persoane, 53
70-74 ani, Total, Olt, 130366 SARBII-MAGURA, Anul 2026, Numar persoane, 89
70-74 ani, Total, Olt, 128613 SCARISOARA, Anul 2026, Numar persoane, 114
70-74 ani, Total, Olt, 128659 SCHITU, Anul 2026, Numar persoane, 113
70-74 ani, Total, Olt, 128864 SEACA, Anul 2026, Numar persoane, 102
70-74 ani, Total, Olt, 129246 SERBANESTI, Anul 2026, Numar persoane, 121
70-74 ani, Total, Olt, 125374 SLATIOARA, Anul 2026, Numar persoane, 166
70-74 ani, Total, Olt, 130384 SOPARLITA, Anul 2026, Numar persoane, 62
70-74 ani, Total, Olt, 128962 SPINENI, Anul 2026, Numar persoane, 87
70-74 ani, Total, Olt, 129040 SPRANCENATA, Anul 2026, Numar persoane, 126
70-74 ani, Total, Olt, 129282 STEFAN CEL MARE, Anul 2026, Numar persoane, 94
70-74 ani, Total, Olt, 129095 STOENESTI, Anul 2026, Numar persoane, 109
70-74 ani, Total, Olt, 129111 STOICANESTI, Anul 2026, Numar persoane, 131
70-74 ani, Total, Olt, 129139 STREJESTI, Anul 2026, Numar persoane, 149
70-74 ani, Total, Olt, 129184 STUDINA, Anul 2026, Numar persoane, 135
70-74 ani, Total, Olt, 129317 TATULESTI, Anul 2026, Numar persoane, 52
70-74 ani, Total, Olt, 129380 TESLUI, Anul 2026, Numar persoane, 162
70-74 ani, Total, Olt, 129460 TIA MARE, Anul 2026, Numar persoane, 181
70-74 ani, Total, Olt, 129503 TOPANA, Anul 2026, Numar persoane, 33
70-74 ani, Total, Olt, 129567 TRAIAN, Anul 2026, Numar persoane, 141
70-74 ani, Total, Olt, 129585 TUFENI, Anul 2026, Numar persoane, 82
70-74 ani, Total, Olt, 129629 URZICA, Anul 2026, Numar persoane, 114
70-74 ani, Total, Olt, 129718 VADASTRA, Anul 2026, Numar persoane, 81
70-74 ani, Total, Olt, 129745 VADASTRITA, Anul 2026, Numar persoane, 194
70-74 ani, Total, Olt, 129987 VALCELE, Anul 2026, Numar persoane, 95
