Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Constanta, 61452 COMANA, Anul 2026, Numar persoane, 52
75-79 ani, Total, Constanta, 61513 CORBU, Anul 2026, Numar persoane, 194
75-79 ani, Total, Constanta, 63286 COSTINESTI, Anul 2026, Numar persoane, 103
75-79 ani, Total, Constanta, 61559 CRUCEA, Anul 2026, Numar persoane, 99
75-79 ani, Total, Constanta, 61620 CUMPANA, Anul 2026, Numar persoane, 486
75-79 ani, Total, Constanta, 63300 CUZA VODA, Anul 2026, Numar persoane, 70
75-79 ani, Total, Constanta, 61675 DELENI, Anul 2026, Numar persoane, 76
75-79 ani, Total, Constanta, 61737 DOBROMIR, Anul 2026, Numar persoane, 40
75-79 ani, Total, Constanta, 63161 DUMBRAVENI, Anul 2026, Numar persoane, 14
75-79 ani, Total, Constanta, 63334 FANTANELE, Anul 2026, Numar persoane, 70
75-79 ani, Total, Constanta, 61808 GARLICIU, Anul 2026, Numar persoane, 43
75-79 ani, Total, Constanta, 61826 GHINDARESTI, Anul 2026, Numar persoane, 88
75-79 ani, Total, Constanta, 63326 GRADINA, Anul 2026, Numar persoane, 32
75-79 ani, Total, Constanta, 63278 HORIA, Anul 2026, Numar persoane, 32
75-79 ani, Total, Constanta, 61871 INDEPENDENTA, Anul 2026, Numar persoane, 87
75-79 ani, Total, Constanta, 61951 ION CORVIN, Anul 2026, Numar persoane, 56
75-79 ani, Total, Constanta, 62020 ISTRIA, Anul 2026, Numar persoane, 73
75-79 ani, Total, Constanta, 60632 LIMANU, Anul 2026, Numar persoane, 189
75-79 ani, Total, Constanta, 62057 LIPNITA, Anul 2026, Numar persoane, 92
75-79 ani, Total, Constanta, 63152 LUMINA, Anul 2026, Numar persoane, 341
75-79 ani, Total, Constanta, 62137 MERENI, Anul 2026, Numar persoane, 67
75-79 ani, Total, Constanta, 62253 MIHAI VITEAZU, Anul 2026, Numar persoane, 72
75-79 ani, Total, Constanta, 62191 MIHAIL KOGALNICEANU, Anul 2026, Numar persoane, 317
75-79 ani, Total, Constanta, 62280 MIRCEA VODA, Anul 2026, Numar persoane, 109
75-79 ani, Total, Constanta, 62440 NICOLAE BALCESCU, Anul 2026, Numar persoane, 166
75-79 ani, Total, Constanta, 62486 OLTINA, Anul 2026, Numar persoane, 87
75-79 ani, Total, Constanta, 62538 OSTROV, Anul 2026, Numar persoane, 174
75-79 ani, Total, Constanta, 62609 PANTELIMON, Anul 2026, Numar persoane, 54
75-79 ani, Total, Constanta, 62672 PECINEAGA, Anul 2026, Numar persoane, 75
75-79 ani, Total, Constanta, 62707 PESTERA, Anul 2026, Numar persoane, 110
75-79 ani, Total, Constanta, 62761 POARTA ALBA, Anul 2026, Numar persoane, 126
75-79 ani, Total, Constanta, 62798 RASOVA, Anul 2026, Numar persoane, 102
75-79 ani, Total, Constanta, 62878 SACELE, Anul 2026, Numar persoane, 70
75-79 ani, Total, Constanta, 63318 SALIGNY, Anul 2026, Numar persoane, 68
75-79 ani, Total, Constanta, 62823 SARAIU, Anul 2026, Numar persoane, 42
75-79 ani, Total, Constanta, 62903 SEIMENI, Anul 2026, Numar persoane, 64
75-79 ani, Total, Constanta, 62949 SILISTEA, Anul 2026, Numar persoane, 50
75-79 ani, Total, Constanta, 62985 TARGUSOR, Anul 2026, Numar persoane, 49
75-79 ani, Total, Constanta, 63045 TOPALU, Anul 2026, Numar persoane, 69
75-79 ani, Total, Constanta, 63072 TOPRAISAR, Anul 2026, Numar persoane, 169
75-79 ani, Total, Constanta, 63189 TORTOMAN, Anul 2026, Numar persoane, 41
75-79 ani, Total, Constanta, 60721 TUZLA, Anul 2026, Numar persoane, 280
75-79 ani, Total, Constanta, 63125 VALU LUI TRAIAN, Anul 2026, Numar persoane, 472
75-79 ani, Total, Constanta, 63170 VULTURU, Anul 2026, Numar persoane, 21
80-84 ani, Total, Constanta, 60419 MUNICIPIUL CONSTANTA, Anul 2026, Numar persoane, 7177
80-84 ani, Total, Constanta, 60482 MUNICIPIUL MANGALIA, Anul 2026, Numar persoane, 615
80-84 ani, Total, Constanta, 60847 MUNICIPIUL MEDGIDIA, Anul 2026, Numar persoane, 821
80-84 ani, Total, Constanta, 60776 ORAS CERNAVODA, Anul 2026, Numar persoane, 217
80-84 ani, Total, Constanta, 60455 ORAS EFORIE, Anul 2026, Numar persoane, 205
80-84 ani, Total, Constanta, 60801 ORAS HARSOVA, Anul 2026, Numar persoane, 152
80-84 ani, Total, Constanta, 62360 ORAS MURFATLAR, Anul 2026, Numar persoane, 158
80-84 ani, Total, Constanta, 60507 ORAS NAVODARI, Anul 2026, Numar persoane, 454
80-84 ani, Total, Constanta, 62397 ORAS NEGRU VODA, Anul 2026, Numar persoane, 75
80-84 ani, Total, Constanta, 60687 ORAS OVIDIU, Anul 2026, Numar persoane, 277
80-84 ani, Total, Constanta, 60534 ORAS TECHIRGHIOL, Anul 2026, Numar persoane, 151
80-84 ani, Total, Constanta, 60598 23 AUGUST, Anul 2026, Numar persoane, 104
80-84 ani, Total, Constanta, 60883 ADAMCLISI, Anul 2026, Numar persoane, 23
80-84 ani, Total, Constanta, 60570 AGIGEA, Anul 2026, Numar persoane, 148
80-84 ani, Total, Constanta, 60945 ALBESTI, Anul 2026, Numar persoane, 52
80-84 ani, Total, Constanta, 61005 ALIMAN, Anul 2026, Numar persoane, 36
80-84 ani, Total, Constanta, 63198 AMZACEA, Anul 2026, Numar persoane, 45
80-84 ani, Total, Constanta, 61069 BANEASA, Anul 2026, Numar persoane, 75
80-84 ani, Total, Constanta, 63294 BARAGANU, Anul 2026, Numar persoane, 25
80-84 ani, Total, Constanta, 61121 CASTELU, Anul 2026, Numar persoane, 62
80-84 ani, Total, Constanta, 61167 CERCHEZU, Anul 2026, Numar persoane, 16
80-84 ani, Total, Constanta, 61210 CHIRNOGENI, Anul 2026, Numar persoane, 63
80-84 ani, Total, Constanta, 61256 CIOBANU, Anul 2026, Numar persoane, 52
80-84 ani, Total, Constanta, 61283 CIOCARLIA, Anul 2026, Numar persoane, 45
80-84 ani, Total, Constanta, 61318 COBADIN, Anul 2026, Numar persoane, 144
80-84 ani, Total, Constanta, 61372 COGEALAC, Anul 2026, Numar persoane, 90
80-84 ani, Total, Constanta, 61452 COMANA, Anul 2026, Numar persoane, 20
80-84 ani, Total, Constanta, 61513 CORBU, Anul 2026, Numar persoane, 73
80-84 ani, Total, Constanta, 63286 COSTINESTI, Anul 2026, Numar persoane, 50
80-84 ani, Total, Constanta, 61559 CRUCEA, Anul 2026, Numar persoane, 62
80-84 ani, Total, Constanta, 61620 CUMPANA, Anul 2026, Numar persoane, 204
80-84 ani, Total, Constanta, 63300 CUZA VODA, Anul 2026, Numar persoane, 33
