Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
65-69 ani, Total, Vaslui, 167320 PUSCASI, Anul 2026, Numar persoane, 170
65-69 ani, Total, Vaslui, 167240 RAFAILA, Anul 2026, Numar persoane, 61
65-69 ani, Total, Vaslui, 165719 REBRICEA, Anul 2026, Numar persoane, 121
65-69 ani, Total, Vaslui, 165817 ROSIESTI, Anul 2026, Numar persoane, 126
65-69 ani, Total, Vaslui, 165899 SOLESTI, Anul 2026, Numar persoane, 132
65-69 ani, Total, Vaslui, 165979 STANILESTI, Anul 2026, Numar persoane, 261
65-69 ani, Total, Vaslui, 166057 STEFAN CEL MARE, Anul 2026, Numar persoane, 176
65-69 ani, Total, Vaslui, 166137 SULETEA, Anul 2026, Numar persoane, 104
65-69 ani, Total, Vaslui, 166235 TACUTA, Anul 2026, Numar persoane, 124
65-69 ani, Total, Vaslui, 166182 TANACU, Anul 2026, Numar persoane, 85
65-69 ani, Total, Vaslui, 166315 TATARANI, Anul 2026, Numar persoane, 72
65-69 ani, Total, Vaslui, 166413 TODIRESTI, Anul 2026, Numar persoane, 110
65-69 ani, Total, Vaslui, 166529 TUTOVA, Anul 2026, Numar persoane, 202
65-69 ani, Total, Vaslui, 166636 VALENI, Anul 2026, Numar persoane, 224
65-69 ani, Total, Vaslui, 166672 VETRISOAIA, Anul 2026, Numar persoane, 118
65-69 ani, Total, Vaslui, 166707 VIISOARA, Anul 2026, Numar persoane, 92
65-69 ani, Total, Vaslui, 166770 VINDEREI, Anul 2026, Numar persoane, 141
65-69 ani, Total, Vaslui, 166869 VOINESTI, Anul 2026, Numar persoane, 130
65-69 ani, Total, Vaslui, 166985 VULTURESTI, Anul 2026, Numar persoane, 86
65-69 ani, Total, Vaslui, 167035 VUTCANI, Anul 2026, Numar persoane, 70
65-69 ani, Total, Vaslui, 167071 ZAPODENI, Anul 2026, Numar persoane, 170
65-69 ani, Total, Vaslui, 167179 ZORLENI, Anul 2026, Numar persoane, 425
70-74 ani, Total, Vaslui, 161945 MUNICIPIUL VASLUI, Anul 2026, Numar persoane, 5154
70-74 ani, Total, Vaslui, 161794 MUNICIPIUL BARLAD, Anul 2026, Numar persoane, 4082
70-74 ani, Total, Vaslui, 161829 MUNICIPIUL HUSI, Anul 2026, Numar persoane, 1475
70-74 ani, Total, Vaslui, 164981 ORAS MURGENI, Anul 2026, Numar persoane, 255
70-74 ani, Total, Vaslui, 161856 ORAS NEGRESTI, Anul 2026, Numar persoane, 324
70-74 ani, Total, Vaslui, 162014 ALBESTI, Anul 2026, Numar persoane, 121
70-74 ani, Total, Vaslui, 162069 ALEXANDRU VLAHUTA, Anul 2026, Numar persoane, 56
70-74 ani, Total, Vaslui, 162149 ARSURA, Anul 2026, Numar persoane, 50
70-74 ani, Total, Vaslui, 162327 BACANI, Anul 2026, Numar persoane, 106
70-74 ani, Total, Vaslui, 162381 BACESTI, Anul 2026, Numar persoane, 102
