Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Bistrita-Nasaud, 179686 DUMITRITA, Anul 2026, Numar persoane, 94
70-74 ani, Total, Bistrita-Nasaud, 33248 FELDRU, Anul 2026, Numar persoane, 304
70-74 ani, Total, Bistrita-Nasaud, 33275 GALATII BISTRITEI, Anul 2026, Numar persoane, 85
70-74 ani, Total, Bistrita-Nasaud, 33337 ILVA MARE, Anul 2026, Numar persoane, 110
70-74 ani, Total, Bistrita-Nasaud, 33364 ILVA MICA, Anul 2026, Numar persoane, 149
70-74 ani, Total, Bistrita-Nasaud, 33382 JOSENII BARGAULUI, Anul 2026, Numar persoane, 240
70-74 ani, Total, Bistrita-Nasaud, 33435 LECHINTA, Anul 2026, Numar persoane, 254
70-74 ani, Total, Bistrita-Nasaud, 33514 LESU, Anul 2026, Numar persoane, 123
70-74 ani, Total, Bistrita-Nasaud, 33541 LIVEZILE, Anul 2026, Numar persoane, 178
70-74 ani, Total, Bistrita-Nasaud, 33603 LUNCA ILVEI, Anul 2026, Numar persoane, 151
70-74 ani, Total, Bistrita-Nasaud, 33729 MAGURA ILVEI, Anul 2026, Numar persoane, 103
70-74 ani, Total, Bistrita-Nasaud, 33621 MAIERU, Anul 2026, Numar persoane, 282
70-74 ani, Total, Bistrita-Nasaud, 33765 MARISELU, Anul 2026, Numar persoane, 123
70-74 ani, Total, Bistrita-Nasaud, 33658 MATEI, Anul 2026, Numar persoane, 141
70-74 ani, Total, Bistrita-Nasaud, 33845 MICESTII DE CAMPIE, Anul 2026, Numar persoane, 56
70-74 ani, Total, Bistrita-Nasaud, 33881 MILAS, Anul 2026, Numar persoane, 46
70-74 ani, Total, Bistrita-Nasaud, 33952 MONOR, Anul 2026, Numar persoane, 76
70-74 ani, Total, Bistrita-Nasaud, 179659 NEGRILESTI, Anul 2026, Numar persoane, 101
70-74 ani, Total, Bistrita-Nasaud, 33989 NIMIGEA, Anul 2026, Numar persoane, 251
70-74 ani, Total, Bistrita-Nasaud, 34075 NUSENI, Anul 2026, Numar persoane, 146
70-74 ani, Total, Bistrita-Nasaud, 34155 PARVA, Anul 2026, Numar persoane, 90
70-74 ani, Total, Bistrita-Nasaud, 34173 PETRU RARES, Anul 2026, Numar persoane, 122
70-74 ani, Total, Bistrita-Nasaud, 179720 POIANA ILVEI, Anul 2026, Numar persoane, 69
70-74 ani, Total, Bistrita-Nasaud, 34235 PRUNDU BARGAULUI, Anul 2026, Numar persoane, 277
70-74 ani, Total, Bistrita-Nasaud, 34262 REBRA, Anul 2026, Numar persoane, 89
70-74 ani, Total, Bistrita-Nasaud, 34280 REBRISOARA, Anul 2026, Numar persoane, 193
70-74 ani, Total, Bistrita-Nasaud, 34333 RODNA, Anul 2026, Numar persoane, 270
70-74 ani, Total, Bistrita-Nasaud, 34360 ROMULI, Anul 2026, Numar persoane, 67
70-74 ani, Total, Bistrita-Nasaud, 179944 RUNCU SALVEI, Anul 2026, Numar persoane, 61
70-74 ani, Total, Bistrita-Nasaud, 34397 SALVA, Anul 2026, Numar persoane, 153
70-74 ani, Total, Bistrita-Nasaud, 34477 SANMIHAIU DE CAMPIE, Anul 2026, Numar persoane, 57
70-74 ani, Total, Bistrita-Nasaud, 34618 SANT, Anul 2026, Numar persoane, 136
70-74 ani, Total, Bistrita-Nasaud, 34645 SIEU, Anul 2026, Numar persoane, 164
70-74 ani, Total, Bistrita-Nasaud, 34690 SIEU-MAGHERUS, Anul 2026, Numar persoane, 147
70-74 ani, Total, Bistrita-Nasaud, 34770 SIEU-ODORHEI, Anul 2026, Numar persoane, 109
70-74 ani, Total, Bistrita-Nasaud, 34850 SIEUT, Anul 2026, Numar persoane, 121
70-74 ani, Total, Bistrita-Nasaud, 34422 SILIVASU DE CAMPIE, Anul 2026, Numar persoane, 38
70-74 ani, Total, Bistrita-Nasaud, 34903 SINTEREAG, Anul 2026, Numar persoane, 168
70-74 ani, Total, Bistrita-Nasaud, 34547 SPERMEZEU, Anul 2026, Numar persoane, 177
70-74 ani, Total, Bistrita-Nasaud, 35152 TARLISUA, Anul 2026, Numar persoane, 167
70-74 ani, Total, Bistrita-Nasaud, 34985 TEACA, Anul 2026, Numar persoane, 246
70-74 ani, Total, Bistrita-Nasaud, 35054 TELCIU, Anul 2026, Numar persoane, 286
70-74 ani, Total, Bistrita-Nasaud, 35090 TIHA BARGAULUI, Anul 2026, Numar persoane, 234
70-74 ani, Total, Bistrita-Nasaud, 35269 URIU, Anul 2026, Numar persoane, 168
70-74 ani, Total, Bistrita-Nasaud, 35312 URMENIS, Anul 2026, Numar persoane, 74
70-74 ani, Total, Bistrita-Nasaud, 35429 ZAGRA, Anul 2026, Numar persoane, 136
75-79 ani, Total, Bistrita-Nasaud, 32394 MUNICIPIUL BISTRITA, Anul 2026, Numar persoane, 2894
75-79 ani, Total, Bistrita-Nasaud, 32483 ORAS BECLEAN, Anul 2026, Numar persoane, 318
75-79 ani, Total, Bistrita-Nasaud, 32544 ORAS NASAUD, Anul 2026, Numar persoane, 386
75-79 ani, Total, Bistrita-Nasaud, 32599 ORAS SANGEORZ-BAI, Anul 2026, Numar persoane, 337
75-79 ani, Total, Bistrita-Nasaud, 32633 BISTRITA BARGAULUI, Anul 2026, Numar persoane, 133
75-79 ani, Total, Bistrita-Nasaud, 32660 BRANISTEA, Anul 2026, Numar persoane, 133
75-79 ani, Total, Bistrita-Nasaud, 32704 BUDACU DE JOS, Anul 2026, Numar persoane, 96
75-79 ani, Total, Bistrita-Nasaud, 32768 BUDESTI, Anul 2026, Numar persoane, 92
75-79 ani, Total, Bistrita-Nasaud, 32811 CAIANU MIC, Anul 2026, Numar persoane, 153
75-79 ani, Total, Bistrita-Nasaud, 32884 CETATE, Anul 2026, Numar persoane, 81
75-79 ani, Total, Bistrita-Nasaud, 33015 CHIOCHIS, Anul 2026, Numar persoane, 144
75-79 ani, Total, Bistrita-Nasaud, 33122 CHIUZA, Anul 2026, Numar persoane, 82
75-79 ani, Total, Bistrita-Nasaud, 32955 CICEU-GIURGESTI, Anul 2026, Numar persoane, 95
75-79 ani, Total, Bistrita-Nasaud, 179953 CICEU-MIHAIESTI, Anul 2026, Numar persoane, 49
75-79 ani, Total, Bistrita-Nasaud, 33177 COSBUC, Anul 2026, Numar persoane, 95
75-79 ani, Total, Bistrita-Nasaud, 33202 DUMITRA, Anul 2026, Numar persoane, 120
75-79 ani, Total, Bistrita-Nasaud, 179686 DUMITRITA, Anul 2026, Numar persoane, 76
75-79 ani, Total, Bistrita-Nasaud, 33248 FELDRU, Anul 2026, Numar persoane, 229
75-79 ani, Total, Bistrita-Nasaud, 33275 GALATII BISTRITEI, Anul 2026, Numar persoane, 99
75-79 ani, Total, Bistrita-Nasaud, 33337 ILVA MARE, Anul 2026, Numar persoane, 90
75-79 ani, Total, Bistrita-Nasaud, 33364 ILVA MICA, Anul 2026, Numar persoane, 110
75-79 ani, Total, Bistrita-Nasaud, 33382 JOSENII BARGAULUI, Anul 2026, Numar persoane, 176
75-79 ani, Total, Bistrita-Nasaud, 33435 LECHINTA, Anul 2026, Numar persoane, 196
75-79 ani, Total, Bistrita-Nasaud, 33514 LESU, Anul 2026, Numar persoane, 95
75-79 ani, Total, Bistrita-Nasaud, 33541 LIVEZILE, Anul 2026, Numar persoane, 128
75-79 ani, Total, Bistrita-Nasaud, 33603 LUNCA ILVEI, Anul 2026, Numar persoane, 120
75-79 ani, Total, Bistrita-Nasaud, 33729 MAGURA ILVEI, Anul 2026, Numar persoane, 92
75-79 ani, Total, Bistrita-Nasaud, 33621 MAIERU, Anul 2026, Numar persoane, 245
75-79 ani, Total, Bistrita-Nasaud, 33765 MARISELU, Anul 2026, Numar persoane, 102
75-79 ani, Total, Bistrita-Nasaud, 33658 MATEI, Anul 2026, Numar persoane, 153
75-79 ani, Total, Bistrita-Nasaud, 33845 MICESTII DE CAMPIE, Anul 2026, Numar persoane, 65
75-79 ani, Total, Bistrita-Nasaud, 33881 MILAS, Anul 2026, Numar persoane, 69
75-79 ani, Total, Bistrita-Nasaud, 33952 MONOR, Anul 2026, Numar persoane, 74
75-79 ani, Total, Bistrita-Nasaud, 179659 NEGRILESTI, Anul 2026, Numar persoane, 87
75-79 ani, Total, Bistrita-Nasaud, 33989 NIMIGEA, Anul 2026, Numar persoane, 220
75-79 ani, Total, Bistrita-Nasaud, 34075 NUSENI, Anul 2026, Numar persoane, 143
75-79 ani, Total, Bistrita-Nasaud, 34155 PARVA, Anul 2026, Numar persoane, 64
75-79 ani, Total, Bistrita-Nasaud, 34173 PETRU RARES, Anul 2026, Numar persoane, 115
75-79 ani, Total, Bistrita-Nasaud, 179720 POIANA ILVEI, Anul 2026, Numar persoane, 57
75-79 ani, Total, Bistrita-Nasaud, 34235 PRUNDU BARGAULUI, Anul 2026, Numar persoane, 223
