Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Vrancea, 178894 PLOSCUTENI, Anul 2026, Numar persoane, 70
75-79 ani, Total, Vrancea, 177263 POIANA CRISTEI, Anul 2026, Numar persoane, 106
75-79 ani, Total, Vrancea, 178901 POPESTI, Anul 2026, Numar persoane, 119
75-79 ani, Total, Vrancea, 177352 PUFESTI, Anul 2026, Numar persoane, 144
75-79 ani, Total, Vrancea, 177405 RACOASA, Anul 2026, Numar persoane, 112
75-79 ani, Total, Vrancea, 178956 RASTOACA, Anul 2026, Numar persoane, 118
75-79 ani, Total, Vrancea, 177469 REGHIU, Anul 2026, Numar persoane, 95
75-79 ani, Total, Vrancea, 177557 RUGINESTI, Anul 2026, Numar persoane, 151
75-79 ani, Total, Vrancea, 177600 SIHLEA, Anul 2026, Numar persoane, 190
75-79 ani, Total, Vrancea, 177655 SLOBOZIA BRADULUI, Anul 2026, Numar persoane, 76
75-79 ani, Total, Vrancea, 177726 SLOBOZIA CIORASTI, Anul 2026, Numar persoane, 74
75-79 ani, Total, Vrancea, 177762 SOVEJA, Anul 2026, Numar persoane, 102
75-79 ani, Total, Vrancea, 178965 SPULBER, Anul 2026, Numar persoane, 52
75-79 ani, Total, Vrancea, 177799 STRAOANE, Anul 2026, Numar persoane, 139
75-79 ani, Total, Vrancea, 177842 SURAIA, Anul 2026, Numar persoane, 186
75-79 ani, Total, Vrancea, 178046 TAMBOESTI, Anul 2026, Numar persoane, 86
75-79 ani, Total, Vrancea, 177879 TANASOAIA, Anul 2026, Numar persoane, 80
75-79 ani, Total, Vrancea, 177986 TATARANU, Anul 2026, Numar persoane, 181
75-79 ani, Total, Vrancea, 178180 TIFESTI, Anul 2026, Numar persoane, 172
75-79 ani, Total, Vrancea, 178117 TULNICI, Anul 2026, Numar persoane, 151
75-79 ani, Total, Vrancea, 178279 URECHESTI, Anul 2026, Numar persoane, 114
75-79 ani, Total, Vrancea, 178313 VALEA SARII, Anul 2026, Numar persoane, 89
75-79 ani, Total, Vrancea, 178607 VANATORI, Anul 2026, Numar persoane, 230
75-79 ani, Total, Vrancea, 178689 VARTESCOIU, Anul 2026, Numar persoane, 98
75-79 ani, Total, Vrancea, 178377 VIDRA, Anul 2026, Numar persoane, 264
75-79 ani, Total, Vrancea, 178475 VINTILEASCA, Anul 2026, Numar persoane, 98
75-79 ani, Total, Vrancea, 178545 VIZANTEA-LIVEZI, Anul 2026, Numar persoane, 131
75-79 ani, Total, Vrancea, 178750 VRANCIOAIA, Anul 2026, Numar persoane, 129
75-79 ani, Total, Vrancea, 178821 VULTURU, Anul 2026, Numar persoane, 333
80-84 ani, Total, Vrancea, 174744 MUNICIPIUL FOCSANI, Anul 2026, Numar persoane, 1357
80-84 ani, Total, Vrancea, 174860 MUNICIPIUL ADJUD, Anul 2026, Numar persoane, 309
80-84 ani, Total, Vrancea, 174922 ORAS MARASESTI, Anul 2026, Numar persoane, 159
80-84 ani, Total, Vrancea, 175019 ORAS ODOBESTI, Anul 2026, Numar persoane, 172
80-84 ani, Total, Vrancea, 175055 ORAS PANCIU, Anul 2026, Numar persoane, 153
80-84 ani, Total, Vrancea, 175126 ANDREIASU DE JOS, Anul 2026, Numar persoane, 46
80-84 ani, Total, Vrancea, 175206 BALESTI, Anul 2026, Numar persoane, 75
80-84 ani, Total, Vrancea, 175224 BARSESTI, Anul 2026, Numar persoane, 55
80-84 ani, Total, Vrancea, 178929 BILIESTI, Anul 2026, Numar persoane, 56
80-84 ani, Total, Vrancea, 175260 BOGHESTI, Anul 2026, Numar persoane, 36
80-84 ani, Total, Vrancea, 175368 BOLOTESTI, Anul 2026, Numar persoane, 121
80-84 ani, Total, Vrancea, 175439 BORDESTI, Anul 2026, Numar persoane, 49
