Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Brasov, 42307 VOILA, Anul 2026, Numar persoane, 143
75-79 ani, Total, Brasov, 42398 VULCAN, Anul 2026, Numar persoane, 147
80-84 ani, Total, Brasov, 40198 MUNICIPIUL BRASOV, Anul 2026, Numar persoane, 6332
80-84 ani, Total, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2026, Numar persoane, 416
80-84 ani, Total, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2026, Numar persoane, 716
80-84 ani, Total, Brasov, 40438 MUNICIPIUL SACELE, Anul 2026, Numar persoane, 573
80-84 ani, Total, Brasov, 40214 ORAS GHIMBAV, Anul 2026, Numar persoane, 83
80-84 ani, Total, Brasov, 40303 ORAS PREDEAL, Anul 2026, Numar persoane, 90
80-84 ani, Total, Brasov, 40367 ORAS RASNOV, Anul 2026, Numar persoane, 284
80-84 ani, Total, Brasov, 40394 ORAS RUPEA, Anul 2026, Numar persoane, 125
80-84 ani, Total, Brasov, 40465 ORAS VICTORIA, Anul 2026, Numar persoane, 165
80-84 ani, Total, Brasov, 40492 ORAS ZARNESTI, Anul 2026, Numar persoane, 423
80-84 ani, Total, Brasov, 40526 APATA, Anul 2026, Numar persoane, 37
80-84 ani, Total, Brasov, 42498 AUGUSTIN, Anul 2026, Numar persoane, 15
80-84 ani, Total, Brasov, 40544 BECLEAN, Anul 2026, Numar persoane, 50
80-84 ani, Total, Brasov, 40606 BOD, Anul 2026, Numar persoane, 93
80-84 ani, Total, Brasov, 40633 BRAN, Anul 2026, Numar persoane, 154
80-84 ani, Total, Brasov, 40688 BUDILA, Anul 2026, Numar persoane, 35
80-84 ani, Total, Brasov, 40704 BUNESTI, Anul 2026, Numar persoane, 21
80-84 ani, Total, Brasov, 40768 CATA, Anul 2026, Numar persoane, 38
80-84 ani, Total, Brasov, 40820 CINCU, Anul 2026, Numar persoane, 33
80-84 ani, Total, Brasov, 40857 COMANA, Anul 2026, Numar persoane, 31
80-84 ani, Total, Brasov, 40900 CRISTIAN, Anul 2026, Numar persoane, 102
80-84 ani, Total, Brasov, 42456 CRIZBAV, Anul 2026, Numar persoane, 28
80-84 ani, Total, Brasov, 42480 DRAGUS, Anul 2026, Numar persoane, 32
